interaction,directionality,classification,modulatory_effect,interactor1,interactor2,cell1,cell2
GLS+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_2,STRIATUM_1
GLS+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIK3+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK3,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_2,STRIATUM_1
GLS2+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR1B+ACVR2B,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR1B+ACVR2B,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_2,STRIATUM_1
IL1RAP -> PTPRF,Adhesion-Adhesion,Signaling by Interleukin,,IL1RAP,C18orf54,STRIATUM_2,STRIATUM_1
LRFN5 -> PTPRF,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,,LRFN5,C18orf54,STRIATUM_2,STRIATUM_1
LRFN5 -> PTPRS,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,,LRFN5,PTPRS,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_2,STRIATUM_1
NTN1 -> DSCAM,Ligand-Receptor,Signaling by Netrin,,NTN1,DSCAM,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_2,STRIATUM_1
NTN4 -> NTRK2,Ligand-Receptor,Signaling by Netrin,,NTN4,NTRK2,STRIATUM_2,STRIATUM_1
NTN4 -> UNC5D,Ligand-Receptor,Signaling by Netrin,,NTN4,UNC5D,STRIATUM_2,STRIATUM_1
NRG1 -> ITGA6+ITGB4,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ITGA6,STRIATUM_2,STRIATUM_1
NRG1 -> ITGA6+ITGB4,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ITGA6,STRIATUM_2,STRIATUM_1
NRXN2 -> ADGRL1,Receptor-Receptor,Signaling by Neurexin,,NRXN2,ADGRL1,STRIATUM_2,STRIATUM_1
NRXN2 -> DAG1,Receptor-Receptor,Signaling by Neurexin,,NRXN2,DAG1,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK2,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK2,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
NTF3 -> NTRK3,Ligand-Receptor,Signaling by Neurotrophin,,NTF3,NTRK3,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP1,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP1,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PGF -> NRP2,Ligand-Receptor,Signaling by Placenta growth factor,,PGF,NRP2,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRA+PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRA+PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PDGFD -> PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,,PDGFD,PDGFRB,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP5,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP5,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SOSTDC1 -> LRP6,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,,SOSTDC1,LRP6,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA6A -> NRP1+PLXNA2,Ligand-Receptor,Signaling by Semaphorin,,SEMA6A,NRP1,STRIATUM_2,STRIATUM_1
SEMA6A -> NRP1+PLXNA2,Ligand-Receptor,Signaling by Semaphorin,,SEMA6A,NRP1,STRIATUM_2,STRIATUM_1
SEMA6D -> KDR+PLXNA1,Ligand-Receptor,Signaling by Semaphorin,,SEMA6D,PLXNA1,STRIATUM_2,STRIATUM_1
SEMA6D -> KDR+PLXNA1,Ligand-Receptor,Signaling by Semaphorin,,SEMA6D,PLXNA1,STRIATUM_2,STRIATUM_1
SEMA6D -> PLXNA1+TREM2+TYROBP,Ligand-Receptor,Signaling by Semaphorin,,SEMA6D,PLXNA1,STRIATUM_2,STRIATUM_1
SEMA6D -> PLXNA1+TREM2+TYROBP,Ligand-Receptor,Signaling by Semaphorin,,SEMA6D,PLXNA1,STRIATUM_2,STRIATUM_1
SEMA6D -> PLXNA1+TREM2+TYROBP,Ligand-Receptor,Signaling by Semaphorin,,SEMA6D,PLXNA1,STRIATUM_2,STRIATUM_1
SLITRK2 -> PTPRS,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,,SLITRK2,PTPRS,STRIATUM_2,STRIATUM_1
SLITRK6 -> PTPRS,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,,SLITRK6,PTPRS,STRIATUM_2,STRIATUM_1
TENM1 -> ADGRL1,Ligand-Receptor,Signaling by Teneurin,,TENM1,ADGRL1,STRIATUM_2,STRIATUM_1
TENM3 -> ADGRL1,Ligand-Receptor,Signaling by Teneurin,,TENM3,ADGRL1,STRIATUM_2,STRIATUM_1
THY1 -> ITGAV+ITGB3,Adhesion-Adhesion,Adhesion by antigen THY1,,THY1,ITGAV,STRIATUM_2,STRIATUM_1
THY1 -> ITGAV+ITGB3,Adhesion-Adhesion,Adhesion by antigen THY1,,THY1,ITGAV,STRIATUM_2,STRIATUM_1
TGFB1 -> ACVR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> ACVR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGAV+ITGB6,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,ITGAV,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGAV+ITGB6,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,ITGAV,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1+TGFBR2,Ligand-Receptor,Signaling by Transforming growth factor,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
